,Unnamed: 0,sql,nl_query,GT_sql,tianyi,tianyi_code,zhengn,zhengn_code
42,,SELECT DISTINCT song.song_name FROM song WHERE song.resolution > (SELECT MIN( song.resolution ) FROM song WHERE song.languages = 'English'),What are the different names for all songs that have a higher resolution than English songs?,"SELECT DISTINCT song_name FROM song WHERE resolution  >  (SELECT min(resolution) FROM song WHERE languages  =  ""english"")",tianyi,D1a,zhengning,D1a
46,,SELECT COUNT( * ) FROM car_makers WHERE car_makers.country = 'france',How many car makers are there in france?,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,tianyi,CE2,zhengning,CE2
50,,SELECT patient.name FROM patient,What are the names of patients who are not taking the medication of Procrastin-X.,SELECT name FROM patient EXCEPT SELECT T1.name FROM patient AS T1 JOIN Prescribes AS T2 ON T2.Patient  =  T1.SSN JOIN Medication AS T3 ON T2.Medication  =  T3.Code WHERE T3.name  =  'Procrastin-X',tianyi,,zhengning,"CE2, A1d, F4"
54,,SELECT products.product_color FROM products WHERE products.product_id NOT IN (SELECT order_items.product_id FROM order_items),Show all product names without an order.,SELECT product_name FROM Products EXCEPT SELECT T1.product_name FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id,tianyi,BL1,zhengning,BL1
58,,"SELECT student.fname , student.lname FROM club JOIN member_of_club ON club.clubid = member_of_club.clubid WHERE club.clubname = 'Bootup Baltimore'","Who is the president of the club ""Bootup Baltimore""? Give me the first and last name.","SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t2.position  =  ""President""",tianyi,F4,zhengning,F4
62,,SELECT projects.project_details FROM projects ORDER BY projects.organisation_id ASC,List the project details of the projects launched by the organisation,SELECT project_details FROM Projects WHERE organisation_id IN ( SELECT organisation_id FROM Projects GROUP BY organisation_id ORDER BY count(*) DESC LIMIT 1 ),tianyi,"F4, AN2",zhengning,F4
66,,SELECT COUNT( * ) FROM student JOIN member_of_club ON student.stuid = member_of_club.stuid JOIN club ON member_of_club.clubid = club.clubid WHERE student.fname = 'Eric Tai',"How many clubs does the student named ""Eric Tai"" belong to?","SELECT count(DISTINCT t1.clubname) FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t3.fname  =  ""Eric"" AND t3.lname  =  ""Tai""",tianyi,"F4, D1",zhengning,"D1, F4"
70,,SELECT individuals.individual_last_name FROM individuals JOIN organization_contact_individuals ON individuals.individual_id = organization_contact_individuals.individual_id,What are the last names of individuals who have been contact individuals for an organization?,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,tianyi,A1b,zhengning,A1b
74,,"SELECT AVG( stadium.average ) , MAX( stadium.capacity ) FROM stadium",What is the average and maximum capacities for all stadiums ?,"select avg(capacity) ,  max(capacity) from stadium",tianyi,BL1,zhengning,BL1
78,,"SELECT COUNT( * ) , block.blockfloor FROM block JOIN room ON block.blockfloor = room.blockfloor JOIN block ON block.blockcode = room.blockcode GROUP BY block.blockfloor",How many rooms does each block floor have?,"SELECT count(*) ,  T1.blockfloor FROM BLOCK AS T1 JOIN room AS T2 ON T1.blockfloor  =  T2.blockfloor AND T1.blockcode  =  T2.blockcode GROUP BY T1.blockfloor",tianyi,F2,zhengning,F2
82,,"SELECT medicine.id , medicine.name FROM medicine_enzyme_interaction JOIN medicine ON medicine_enzyme_interaction.medicine_id = medicine.id HAVING COUNT( * ) >= 4","For every medicine id, what are the names of the medicines that can interact with more than one enzyme?","SELECT T1.id ,  T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2",tianyi,"O3, AN2",zhengning,"O3, AN2"
86,,SELECT COUNT( * ) FROM postseason JOIN team ON postseason.league_id_loser = team.div_id WHERE team.name = 'Boston Red Stockings' AND postseason.losses = 2009,How many times did Boston Red Stockings lose in 2009 postseason?,SELECT count(*) FROM postseason AS T1 JOIN team AS T2 ON T1.team_id_loser  =  T2.team_id_br WHERE T2.name  =  'Boston Red Stockings' AND T1.year = 2009;,tianyi,BE5,zhengning,"BF4, BE5"
90,,"SELECT MAX( stadium.capacity ) , AVG( stadium.average ) FROM stadium",What is the maximum capacity and the average of all stadiums ?,"select max(capacity), average from stadium",tianyi,L4,zhengning,L5
94,,"SELECT song.artist_name , COUNT( * ) FROM song WHERE song.languages = 'English' GROUP BY artist.artist_name",What are the names and number of works for all artists who have sung at least one song in English?,"SELECT T1.artist_name ,  count(*) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.languages  =  ""english"" GROUP BY T2.artist_name HAVING count(*)  >=  1",tianyi,"D1a, A1f",zhengning,"D1a, AO"
98,,SELECT COUNT( DISTINCT has_amenity.amenid ) FROM has_amenity,Find the number of distinct amenities.,SELECT count(*) FROM dorm_amenity,tianyi,,zhengning,CL1
102,,"SELECT artist.artist_name , artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.song_name = 'love'","What is the name and country of origin of the artist who released a song that has ""love"" in its title?","SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.song_name LIKE ""%love%""",tianyi,DF2,zhengning,D1c
106,,"SELECT artist.name , album.artistid FROM album JOIN artist ON album.artistid = artist.artistid GROUP BY album.artistid HAVING COUNT( * ) >= 3",Please list the name and id of all artists that have at least 3 albums in alphabetical order.,"SELECT T2.Name ,  T1.ArtistId FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistID GROUP BY T1.ArtistId HAVING COUNT(*)  >=  3 ORDER BY T2.Name",tianyi,KA1b,zhengning,KA1b
116,,SELECT physician.name FROM physician WHERE physician.employeeid NOT IN (SELECT appointment.physician FROM appointment),Which physicians have never taken any appointment? Find their names.,SELECT name FROM physician EXCEPT SELECT T2.name FROM appointment AS T1 JOIN physician AS T2 ON T1.Physician  =  T2.EmployeeID,tianyi,,zhengning,F4
120,,"SELECT tv_channel.package_option , tv_channel.series_name FROM tv_channel WHERE tv_channel.hight_definition_tv = 1",Find the package choice and series name of the TV channel that has high definition TV.,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes""",tianyi,DF2,zhengning,D1
124,,SELECT tv_channel.package_option FROM tv_channel JOIN cartoon ON tv_channel.id = cartoon.channel WHERE cartoon.directed_by != 'Ben Jones',What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones?,SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'),tianyi,,zhengning,"A1, D1"
128,,"SELECT addresses.town_city , addresses.state_province_county FROM addresses",What are the names of all cities and states?,SELECT town_city FROM addresses UNION SELECT state_province_county FROM addresses,tianyi,,zhengning,A1e
132,,SELECT customer.lastname FROM customer JOIN invoice ON customer.customerid = invoice.customerid WHERE invoice.total > 20,What are the last names of customers without invoice totals exceeding 20?,SELECT LastName FROM CUSTOMER EXCEPT SELECT T1.LastName FROM CUSTOMER AS T1 JOIN Invoice AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T2.total  >  20,tianyi,A1d,zhengning,A1d
136,,"SELECT train.name , train.time FROM route JOIN train ON route.train_id = train.id JOIN route ON station.id = route.station_id WHERE station.local_authority = 'Chiltern'",Find names and times of trains that run through stations for the local authority Chiltern.,"SELECT t3.name ,  t3.time FROM station AS t1 JOIN route AS t2 ON t1.id  =  t2.station_id JOIN train AS t3 ON t2.train_id  =  t3.id WHERE t1.local_authority  =  ""Chiltern""",tianyi,,zhengning,
140,,SELECT staff.date_of_birth FROM staff WHERE staff.nickname = 'Janessa Sawayn',What is the date of birth for the staff member named Janessa Sawayn?,"SELECT date_of_birth FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",tianyi,D1c,zhengning,"BF4, F4"
144,,"SELECT documents.document_name , documents.document_description , documents.document_date FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code","Return the type name, type description, and date of creation for each document.","SELECT T1.document_type_name ,  T1.document_type_description ,  T2.Document_date FROM Ref_document_types AS T1 JOIN Documents AS T2 ON T1.document_type_code  =  T2.document_type_code",tianyi,CL1,zhengning,CL1
148,,"SELECT college.state FROM college, tryout WHERE college.state = (SELECT college.state , COUNT( * ) FROM college JOIN tryout ON college.cname = tryout.cname WHERE tryout.ppos = 'goalies')",What is the count of states with college students playing in the mid position but not as goalies?,SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),tianyi,"D1b, F4, A1d",zhengning,"D1b, F4, A1d"
152,,SELECT COUNT( * ) FROM genre JOIN track ON genre.genreid = track.genreid WHERE genre.name = 'rock',How many tracks belong to rock genre?,"SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",tianyi,D1a,zhengning,D1a
156,,"SELECT products.product_color , COUNT( * ) FROM order_items JOIN products ON order_items.product_id = products.product_id GROUP BY order_items.product_id","What are teh names of the different products, as well as the number of customers who have ordered each product.","SELECT T2.product_name ,  count(*) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id JOIN Orders AS T3 ON T3.order_id  =  T1.order_id GROUP BY T2.product_name",tianyi,"CE2, BN1",zhengning,"BL2, CE2, BN1"
160,,"SELECT AVG( song.rating ) , AVG( song.resolution ) FROM song WHERE song.languages = 'Bangla'",What are the average rating and resolution of songs that are in Bangla?,"SELECT avg(rating) ,  avg(resolution) FROM song WHERE languages  =  ""bangla""",tianyi,D1a,zhengning,D1a
164,,SELECT SUM( salary.salary ) FROM salary JOIN player ON salary.player_id = player.player_id WHERE player.name_first = 'Len and last name Barker' AND player.name_last = 'Len and last name Barker' AND salary.salary BETWEEN 1985 and 1990,How much did the the player with first name Len and last name Barker earn between 1985 to 1990 in total?,SELECT sum(T1.salary) FROM salary AS T1 JOIN player AS T2 ON T1.player_id = T2.player_id WHERE T2.name_first  =  'Len' AND T2.name_last = 'Barker' AND T1.year BETWEEN 1985 AND 1990;,tianyi,"DF2, BF4",zhengning,"D1, BF4"
168,,"SELECT ref_budget_codes.budget_type_code , COUNT( * ) FROM ref_budget_codes GROUP BY ref_budget_codes.budget_type_code",Show budget type codes and the number of documents in each budget type.,"SELECT budget_type_code ,  count(*) FROM Documents_with_expenses GROUP BY budget_type_code",tianyi,CL1,zhengning,CL1
172,,SELECT AVG( song.rating ) FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.gender = 'female',"How many songs, on average, are sung by a female artist?","SELECT avg(T2.rating) FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T1.gender  =  ""Female""",tianyi,D1a,zhengning,D1a
176,,SELECT college.state FROM college JOIN tryout ON college.cname = tryout.cname WHERE tryout.ppos = 'mid' EXCEPT SELECT college.state FROM college JOIN tryout ON college.cname = tryout.cname WHERE tryout.ppos = 'goalie',How many states that have some college students playing in the mid position but not in the goalie position.,SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie'),tianyi,L5,zhengning,L5
180,,SELECT products.parent_product_id FROM products WHERE products.product_id NOT IN (SELECT order_items.product_id FROM order_items),What are the names of products that have never been ordered?,SELECT product_name FROM Products EXCEPT SELECT T1.product_name FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id,tianyi,BL1,zhengning,BL1
184,,SELECT COUNT( DISTINCT airports.name ) FROM airlines JOIN routes ON airlines.alid = routes.alid JOIN airports ON routes.alid = airports.apid WHERE airlines.name = 'American Airlines',Find the number of different airports which are the destinations of the American Airlines.,SELECT count(DISTINCT dst_apid) FROM airlines AS T1 JOIN routes AS T2 ON T1.alid  =  T2.alid WHERE T1.name  =  'American Airlines',tianyi,"BL1, E1",zhengning,"E1, BL1"
188,,"SELECT products.product_color , SUM( order_items.product_quantity ) FROM order_items JOIN products ON order_items.product_id = products.product_id GROUP BY products.product_color","What are the different product names, and what is the sum of quantity ordered for each product?","SELECT T2.product_name ,  sum(T1.product_quantity) FROM Order_items AS T1 JOIN Products AS T2 ON T1.product_id  =  T2.product_id GROUP BY T2.product_name",tianyi,"BL1, BN1",zhengning,"BL1, BN1"
192,,SELECT projects.project_details FROM projects GROUP BY projects.organisation_id ORDER BY COUNT( * ) DESC LIMIT 1,What are the details for the projects which were launched by the organization with the most projects?,SELECT project_details FROM Projects WHERE organisation_id IN ( SELECT organisation_id FROM Projects GROUP BY organisation_id ORDER BY count(*) DESC LIMIT 1 ),tianyi,F4,zhengning,F4
0,,SELECT DISTINCT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.country = 'Bangladesh' AND song.rating > 7,What are the names of the different artists from Bangladesh who never received a rating higher than a 7?,"SELECT DISTINCT artist_name FROM artist WHERE country  =  ""Bangladesh"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  7",tianyi,"A1d, F1",zhengning,"A1d, CL1"
1,,"SELECT hall_of_fame.ballots , COUNT( * ) FROM hall_of_fame GROUP BY hall_of_fame.ballots",Count the number of players who enter hall of fame for each year.,"SELECT yearid ,  count(*) FROM hall_of_fame GROUP BY yearid;",tianyi,"BN1, BL1",zhengning,"CL1, BL3"
2,,SELECT faculty.room FROM faculty WHERE faculty.rank = 'professor' AND faculty.building = 'NEB',Find the rooms of faculties with rank professor who live in building NEB.,"SELECT Room FROM FACULTY WHERE Rank  =  ""Professor"" AND Building  =  ""NEB""",tianyi,D1a,zhengning,D1a
3,,"SELECT checking.balance , savings.balance FROM accounts JOIN checking ON accounts.custid = checking.custid WHERE accounts.name = 'Brown’s'",Find the checking balance and saving balance in the Brown’s account.,"SELECT T2.balance ,  T3.balance FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid WHERE T1.name  =  'Brown'",tianyi,"D1, D1c, CE2",zhengning,F4
4,,"SELECT medicine.name , medicine.trade_name FROM medicine WHERE medicine.fda_approved = 'yes'",What are the names and trade names of the medicines which has 'Yes' value in the FDA record?,"SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",tianyi,D1a,zhengning,D1a
5,,SELECT project_staff.role_code FROM project_staff WHERE project_staff.staff_id = 1 AND project_staff.date_from = 1 AND project_staff.date_to = 1 AND project_staff.date_from = 1 AND project_staff.date_to = 1,What are the staff roles of the staff who,SELECT role_code FROM Project_Staff WHERE date_from  >  '2003-04-19 15:06:20' AND date_to  <  '2016-03-15 00:33:18',tianyi,F3,zhengning,"F3, F4"
6,,"SELECT mountain.id , mountain.name FROM mountain JOIN photos ON mountain.id = photos.mountain_id WHERE mountain.height > 'mountains'",What are the id and name of the photos for mountains?,"SELECT T1.id ,  T1.name FROM mountain AS T1 JOIN photos AS T2 ON T1.id  =  T2.mountain_id WHERE T1.height  >  4000",tianyi,F3,zhengning,D1
7,,"SELECT album.title , album.albumid FROM album JOIN track ON album.albumid = track.albumid WHERE track.unitprice > 1",What are the titles and ids for albums containing tracks with unit price greater than 1?,"SELECT T1.Title ,  T2.AlbumID FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId WHERE T2.UnitPrice  >  1 GROUP BY T2.AlbumID",tianyi,N3,zhengning,"N3, CL1"
8,,SELECT student.lname FROM sportsinfo JOIN student ON sportsinfo.stuid = student.stuid WHERE sportsinfo.onscholarship = 'y',Show last names for all student who are on scholarship.,SELECT T2.Lname FROM Sportsinfo AS T1 JOIN Student AS T2 ON T1.StuID  =  T2.StuID WHERE T1.onscholarship  =  'Y',tianyi,D1a,zhengning,D1a
9,,SELECT COUNT( * ) FROM lessons WHERE lessons.lesson_status_code = 'cancelled',How many lessons have been cancelled?,"SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";",tianyi,D1a,zhengning,D1a
10,,SELECT addresses.state_province_county FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id GROUP BY addresses.state_province_county HAVING COUNT( * ) >= 2,What are the names of the states that have 2 to 4 employees living there?,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,tianyi,DF2,zhengning,F4
11,,SELECT COUNT( * ) FROM customers JOIN lessons ON customers.customer_id = lessons.customer_id WHERE customers.first_name = 'Rylan' AND customers.last_name = 'Goodwin',How many lessons taken by customer with first name as Rylan and last name as Goodwin were completed?,"SELECT count(*) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"" AND T1.lesson_status_code = ""Completed"";",tianyi,"BL1, F4",zhengning,F4
12,,"SELECT car_makers.maker , model_list.model FROM car_makers JOIN model_list ON car_makers.id = model_list.maker",What are all the makers and models?,,,,,
13,,"SELECT COUNT( * ) , artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.languages = 'English' GROUP BY artist.artist_name",Find the names and number of works of all artists who have at least one English songs.,,,,,
14,,SELECT song.f_id FROM files WHERE files.formats = 'mp4' OR song.resolution > 720,What are the ids of all songs that are available on mp4 or have a higher resolution than 720?,,,,,
15,,"SELECT DISTINCT artist.artist_name , artist.country FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE song.resolution > 900",What is the name and country of origin for each artist who has released a song with a resolution higher than 900?,"SELECT T1.artist_name ,  T1.country FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.resolution  >  900 GROUP BY T2.artist_name HAVING count(*)  >=  1",tianyi,F4,zhengning,F4
16,,SELECT lessons.lesson_id FROM lessons JOIN staff ON lessons.staff_id = staff.staff_id WHERE staff.nickname LIKE '%s%',What are the the lesson ids of all staff taught by Janessa Sawayn whose nickname has the letter s?,"SELECT T1.lesson_id FROM Lessons AS T1 JOIN Staff AS T2 ON T1.staff_id = T2.staff_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"" AND nickname LIKE ""%s%"";",tianyi,F4,zhengning,CE2
17,,SELECT AVG( track.unitprice ) FROM genre JOIN track ON genre.genreid = track.genreid WHERE genre.name = 'jazz',Find the average unit price of jazz tracks.,"SELECT AVG(UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Jazz""",tianyi,D1a,zhengning,D1a
18,,SELECT AVG( customer.credit_score ) FROM customer JOIN loan ON customer.cust_id = loan.cust_id,Find the average credit score of the customers who have some loan.,SELECT avg(credit_score) FROM customer WHERE cust_id IN (SELECT cust_id FROM loan),tianyi,L4,zhengning,L4
19,,SELECT AVG( gradeconversion.gradepoint ) FROM student WHERE student.lname = 'Smith',Find the average grade point of student whose last name is Smith.,"SELECT avg(T2.gradepoint) FROM ENROLLED_IN AS T1 JOIN GRADECONVERSION AS T2 JOIN STUDENT AS T3 ON T1.Grade  =  T2.lettergrade AND T1.StuID  =  T3.StuID WHERE T3.LName  =  ""Smith""",tianyi,CE2,zhengning,CE2
20,,SELECT artist.artist_name FROM artist JOIN song ON artist.artist_name = song.artist_name WHERE artist.country = 'Bangladesh' AND song.rating > 7,Find the names of the artists who are from Bangladesh and have never received rating higher than 7.,"SELECT DISTINCT artist_name FROM artist WHERE country  =  ""Bangladesh"" EXCEPT SELECT DISTINCT artist_name FROM song WHERE rating  >  7",tianyi,"A1b, A1d",zhengning,"A1b, A1d"
21,,SELECT COUNT( * ) FROM postseason WHERE postseason.losses = 1885 AND postseason.ties = 1,"Find the number of tied games (the value of ""ties"" is '1') in 1885 postseason.",SELECT count(*) FROM postseason WHERE YEAR  =  1885 AND ties  =  1;,tianyi,BF4,zhengning,BF4
22,,"SELECT accounts.name FROM accounts, checking, savings WHERE accounts.name = (SELECT accounts.name , checking.balance , savings.balance , SUM( savings.balance ) FROM accounts JOIN checking ON accounts.custid = checking.custid JOIN savings ON checking.balance = savings.custid)","Find the name, checking balance and savings balance of all accounts in the bank sorted by their total checking and savings balance in descending order.","SELECT T2.balance ,  T3.balance ,  T1.name FROM accounts AS T1 JOIN checking AS T2 ON T1.custid  =  T2.custid JOIN savings AS T3 ON T1.custid  =  T3.custid ORDER BY T2.balance + T3.balance DESC",tianyi,"KA1b, BL3",zhengning,"L4, KA1b, BL3"
23,,"SELECT MAX( files.duration ) , AVG( song.resolution ) FROM files JOIN song ON files.f_id = song.f_id ORDER BY song.languages ASC","What are the maximum duration and resolution of all songs, for each language, ordered alphabetically by language?","SELECT max(T1.duration) ,  max(T2.resolution) ,  T2.languages FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id GROUP BY T2.languages ORDER BY T2.languages",tianyi,BL3,zhengning,BL3
24,,SELECT COUNT( * ) FROM participants JOIN participants_in_events ON participants.participant_id = participants_in_events.participant_id WHERE participants.participant_details LIKE '%Dr%',How many events had participants whose details had the substring 'Dr.',SELECT count(*) FROM participants AS T1 JOIN Participants_in_Events AS T2 ON T1.Participant_ID  =  T2.Participant_ID WHERE T1.participant_details LIKE '%Dr.%',tianyi,P3,zhengning,P3
25,,SELECT COUNT( * ) FROM medicine WHERE medicine.fda_approved = 'no',How many medicines were not approved by the FDA?,SELECT count(*) FROM medicine WHERE FDA_approved  =  'No',tianyi,D1a,zhengning,D1a
26,,"SELECT DISTINCT student.fname , student.lname FROM student JOIN member_of_club ON student.stuid = member_of_club.stuid JOIN club ON club.clubid = member_of_club.clubid WHERE club.clubname = 'Bootup Baltimore' AND student.sex = 'f'","Give me the first name and last name for all the female members of the club ""Bootup Baltimore"".","SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t3.sex  =  ""F""",tianyi,D1a,zhengning,D1a
27,,"SELECT DISTINCT student.fname , student.lname FROM club JOIN member_of_club ON club.clubid = member_of_club.clubid JOIN student ON student.stuid = member_of_club.stuid WHERE club.clubname = 'Bootup Baltimore' AND member_of_club.position = 'president'","What are the first and last name of the president of the club ""Bootup Baltimore""?","SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Bootup Baltimore"" AND t2.position  =  ""President""",tianyi,D1a,zhengning,D1a
28,,"SELECT AVG( singer.age ) , MIN( singer.age ) , MAX( singer.age ) FROM singer WHERE singer.country = 'French'","What is the average, minimum, and maximum age for all French singers?","SELECT avg(age) ,  min(age) ,  max(age) FROM singer WHERE country  =  'France'",tianyi,D1c,zhengning,D1c
29,,"SELECT ref_document_types.document_type_name , COUNT( * ) FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code GROUP BY documents.document_type_code",How many documents are there of each type?,"SELECT document_type_code ,  count(*) FROM Documents GROUP BY document_type_code",tianyi,"CL1, E1",zhengning,"CL3, F1"
30,,SELECT procedures.name FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN physician ON trained_in.physician = physician.employeeid WHERE physician.name = 'John Wen' AND procedures.cost<5000,Find the names of all procedures such that the cost is less than 5000 and physician John Wen was trained in.,"SELECT name FROM procedures WHERE cost  <  5000 INTERSECT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",tianyi,CE3 ,zhengning,CE3
31,,SELECT procedures.name FROM procedures JOIN trained_in ON procedures.code = trained_in.treatment JOIN physician ON trained_in.physician = physician.employeeid JOIN procedures ON procedures.code = trained_in.treatment JOIN physician ON physician.employeeid = trained_in.physician WHERE physician.name != 'John Wen' AND procedures.cost > 1000,"Among the procedures that cost more than 1000, which were not specialized in by physician John Wen?","SELECT name FROM procedures WHERE cost  >  1000 EXCEPT SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen""",tianyi,"E1, A1d",zhengning,"E1, A1d"
32,,SELECT customer.cust_name FROM customer EXCEPT SELECT customer.cust_name FROM customer JOIN loan ON customer.cust_id = loan.cust_id WHERE loan.loan_type = 'Mortage',What are the names of customers who have not taken a Mortage loan?,SELECT cust_name FROM customer EXCEPT SELECT T1.cust_name FROM customer AS T1 JOIN loan AS T2 ON T1.cust_id  =  T2.cust_id WHERE T2.loan_type  =  'Mortgages',tianyi,D1b,zhengning,D1b
33,,SELECT physician.name FROM prescribes JOIN medication ON prescribes.medication = medication.code JOIN prescribes ON physician.employeeid = prescribes.physician WHERE medication.name = 'Thesisin',What is the names of the physicians who prescribe medication Thesisin?,"SELECT DISTINCT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician JOIN medication AS T3 ON T3.code = T2.medication WHERE T3.name  =  ""Thesisin""",tianyi,CL1,zhengning,CL1
34,,"SELECT DISTINCT tv_channel.series_name , tv_channel.content FROM tv_channel",List the number of different series names and contents in the TV Channel table.,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",tianyi,"A1b, L4",zhengning,"A1b, L4"
35,,SELECT COUNT( * ) FROM addresses JOIN staff ON addresses.address_id = staff.staff_address_id WHERE addresses.state_province_county = 'Georgia',How many staff live in state Georgia?,"SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";",tianyi,E1,zhengning,E1
36,,SELECT video_games.gname FROM video_games WHERE video_games.gtype = 'collectible cards',What are the names of all video games that are collectible cards?,"SELECT gname FROM Video_games WHERE gtype  =  ""Collectible card game""",tianyi,D1c,zhengning,D1
37,,SELECT sportsinfo.stuid FROM sportsinfo WHERE sportsinfo.onscholarship = 'y',List ids for all student who are on scholarship.,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',tianyi,D1a,zhengning,D1a
38,,SELECT person.name FROM person WHERE personfriend.friend NOT IN (SELECT personfriend.name FROM personfriend),What are the names of all people who do not have friends?,SELECT name FROM person EXCEPT SELECT name FROM PersonFriend,tianyi,CF5 ,zhengning,CF5
39,,SELECT COUNT( * ) FROM home_game JOIN park ON home_game.park_id = park.park_id WHERE home_game.attendance = 1907 AND park.park_alias = 'Columbia Park',"How many games were played in park ""Columbia Park"" in 1907?",SELECT count(*) FROM home_game AS T1 JOIN park AS T2 ON T1.park_id  =  T2.park_id WHERE T1.year = 1907 AND T2.park_name = 'Columbia Park';,tianyi,BF4,zhengning,BF4
