SQL,hyp_correct,NL_query,index,GT,DB,tables
"select GName from Video_Games where GType = ""videoible""",False,What are the names of all video games that are collectible cards?,457,"SELECT gname FROM Video_games WHERE gtype  =  ""Collectible card game""",game_1,['video_games']
"select GType from Video_Games where GName = ""call video of destiny""",False,What is the type of video game Call of Destiny.,458,"SELECT gtype FROM Video_games WHERE gname  =  ""Call of Destiny""",game_1,['video_games']
"select GType from Video_Games where GName = ""call destiny""",False,What type of game is Call of Destiny?,459,"SELECT gtype FROM Video_games WHERE gname  =  ""Call of Destiny""",game_1,['video_games']
"select count ( * ) from Video_Games where GType = ""Massively multiplayer online""",False,How many video games have type Massively multiplayer online game?,460,"SELECT count(*) FROM Video_games WHERE gtype  =  ""Massively multiplayer online game""",game_1,['video_games']
"select count ( * ) from Video_Games where GType = ""Massively multiplayer online""",False,Count the number of video games with Massively multiplayer online game type .,461,"SELECT count(*) FROM Video_games WHERE gtype  =  ""Massively multiplayer online game""",game_1,['video_games']
select Advisor from Student,False,What are the advisors,469,SELECT advisor FROM Student GROUP BY advisor HAVING count(*)  >=  2,game_1,['student']
select count ( * ) from SportsInfo,False,How many sports do we have?,470,SELECT count(DISTINCT sportname) FROM Sportsinfo,game_1,['sportsinfo']
select count ( GType ) from Video_Games,False,How many different types of sports do we offer?,471,SELECT count(DISTINCT sportname) FROM Sportsinfo,game_1,"['video_games', 'sportsinfo']"
select count ( StuID ) from Plays_Games,False,How many students play sports?,472,SELECT count(DISTINCT StuID) FROM Sportsinfo,game_1,"['sportsinfo', 'plays_games']"
select count ( StuID ) from SportsInfo,False,How many different students are involved in sports?,473,SELECT count(DISTINCT StuID) FROM Sportsinfo,game_1,['sportsinfo']
select StuID from Student,False,List ids for all student who are on scholarship.,474,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',game_1,"['student', 'sportsinfo']"
select StuID from SportsInfo,False,What are the ids for all sporty students who are on scholarship?,475,SELECT StuID FROM Sportsinfo WHERE onscholarship  =  'Y',game_1,['sportsinfo']
select count ( * ) from Plays_Games,False,How many games are played for all students?,476,SELECT sum(gamesplayed) FROM Sportsinfo,game_1,"['sportsinfo', 'plays_games']"
select count ( * ) from Plays_Games,False,What is the total number of games played?,477,SELECT sum(gamesplayed) FROM Sportsinfo,game_1,"['sportsinfo', 'plays_games']"
select T1.StuID from SportsInfo as T1 join Student as T2 on T1.StuID = T2.StuID join Plays_Games as T3 on T2.StuID = T3.StuID group by T3.StuID having sum ( T1.HoursPerWeek ) > 10,False,Show all student IDs with more than total 10 hours per week on all sports played.,478,SELECT StuID FROM Sportsinfo GROUP BY StuID HAVING sum(hoursperweek)  >  10,game_1,"['student', 'sportsinfo', 'plays_games']"
"select count ( T2.StuID ) from Video_Games as T1 join Plays_Games as T2 on T1.GameID = T2.GameID where T1.GType = ""video games""",False,How many students play video games?,480,SELECT count(DISTINCT StuID) FROM Plays_games,game_1,"['video_games', 'plays_games']"
select count ( StuID ) from Plays_Games,False,How many different students play games?,481,SELECT count(DISTINCT StuID) FROM Plays_games,game_1,['plays_games']
select form_type_code from Forms,False,List all the types of forms.,487,SELECT DISTINCT form_type_code FROM forms,e_government,['forms']
select form_type_code from Forms,False,What are the different types of forms?,488,SELECT DISTINCT form_type_code FROM forms,e_government,['forms']
"select count ( town_city ) from Addresses where state_province_county = ""Colorado""",False,"How many cities are there in state ""Colorado""?",493,"SELECT count(*) FROM addresses WHERE state_province_county  =  ""Colorado""",e_government,['addresses']
"select count ( town_city ) from Addresses where state_province_county = ""Colorado""",False,Count the number of cities in the state of Colorado.,494,"SELECT count(*) FROM addresses WHERE state_province_county  =  ""Colorado""",e_government,['addresses']
select count ( payment_method_code ) from Parties,False,How many distinct payment methods are used by parties?,497,SELECT count(DISTINCT payment_method_code) FROM parties,e_government,['parties']
select count ( payment_method_code ) from Parties,False,Count the number of different payment method codes used by parties.,498,SELECT count(DISTINCT payment_method_code) FROM parties,e_government,['parties']
select T1.individual_last_name from Individuals as T1 join Organization_Contact_Individuals as T2 on T1.individual_id = T2.individual_id join Organizations as T3 on T2.organization_id = T3.organization_id where T3.organization_name = 1,False,Find the last name of the individuals that have been contact individuals of an organization.,499,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,e_government,"['organizations', 'organization_contact_individuals', 'individuals']"
select individual_last_name from Individuals,False,What are the last names of individuals who have been contact individuals for an organization?,500,SELECT DISTINCT t1.individual_last_name FROM individuals AS t1 JOIN organization_contact_individuals AS t2 ON t1.individual_id  =  t2.individual_id,e_government,"['organization_contact_individuals', 'individuals']"
select Home_city from driver,False,Show all different home cities.,503,SELECT DISTINCT home_city FROM driver,school_bus,['driver']
select count ( * ) from train_station,False,How many train stations are there?,527,SELECT count(*) FROM station,train_station,"['station', 'train_station']"
select Location from station,False,What are all locations of train stations?,528,SELECT DISTINCT LOCATION FROM station,train_station,['station']
select count ( first_name ) from Staff where first_name = 'Ludie',False,How many employees have a first name of Ludie?,538,"SELECT count(*) FROM Staff WHERE first_name = ""Ludie"";",driving_school,['staff']
"select count ( * ) from Staff as T1 join Addresses as T2 on T1.staff_address_id = T2.address_id where T2.state_province_county = ""Georgia""",False,How many staff live in state Georgia?,541,"SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";",driving_school,"['addresses', 'staff']"
"select count ( * ) from Staff as T1 join Addresses as T2 on T1.staff_address_id = T2.address_id where T2.state_province_county = ""Georgia""",False,How many employees live in Georgia?,542,"SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";",driving_school,"['addresses', 'staff']"
"select count ( * ) from Lessons where lesson_status_code = ""cancelled""",False,How many lessons were in cancelled state?,547,"SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";",driving_school,['lessons']
select count ( lesson_date ) from Lessons,False,How many lessons have been cancelled?,548,"SELECT count(*) FROM Lessons WHERE lesson_status_code = ""Cancelled"";",driving_school,['lessons']
select name from airports where elevation between 50 and 50,False,Find the name of airports whose altitude is between -50 and 50.,557,SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50,flight_4,['airports']
select name from airports where elevation between 50 and 50,False,What are the names of all airports whose elevation is between -50 and 50?,558,SELECT name FROM airports WHERE elevation BETWEEN -50 AND 50,flight_4,['airports']
"select count ( city ) from airports where country = ""Greenland""",False,How many different cities do have some airport in the country of Greenland?,559,SELECT count(DISTINCT city) FROM airports WHERE country  =  'Greenland',flight_4,['airports']
"select count ( * ) from airports where country = ""Greenland""",False,In how many cities are there airports in the country of Greenland?,560,SELECT count(DISTINCT city) FROM airports WHERE country  =  'Greenland',flight_4,['airports']
select count ( * ) from airports group by city having count ( * ) > 3,False,How many cities are there that have more than 3 airports?,561,SELECT count(*) FROM (SELECT city FROM airports GROUP BY city HAVING count(*)  >  3),flight_4,['airports']
select count ( * ) from airports group by city having count ( * ) > 3,False,What is the count of cities with more than 3 airports?,562,SELECT count(*) FROM (SELECT city FROM airports GROUP BY city HAVING count(*)  >  3),flight_4,['airports']
select order_id from Order_Items where product_id = 11,False,Find the ids of all the order items whose product id is 11.,567,SELECT order_item_id FROM order_items WHERE product_id = 11,tracking_orders,['order_items']
select order_id from Order_Items where product_id = 11,False,Find all the order items whose product id is 11. What are the order item ids?,568,SELECT order_item_id FROM order_items WHERE product_id = 11,tracking_orders,['order_items']
"select T2.order_id from Orders as T1 join Shipments as T2 on T1.order_id = T2.order_id where T1.date_order_placed > ""2000 - 01 - 01""",False,Find the ids of orders which are shipped after 2000-01-01.,569,"SELECT order_id FROM shipments WHERE shipment_date > ""2000-01-01""",tracking_orders,"['orders', 'shipments']"
select product_name from Products order by product_name,False,List the names of all distinct products in alphabetical order.,571,SELECT DISTINCT product_name FROM products ORDER BY product_name,tracking_orders,['products']
select product_name from Products order by product_name,False,Sort all the distinct products in alphabetical order.,572,SELECT DISTINCT product_name FROM products ORDER BY product_name,tracking_orders,['products']
select Country from singer where Age > 20,False,What are all distinct countries where singers above age 20 are from?,577,SELECT DISTINCT country FROM singer WHERE age  >  20,concert_singer,['singer']
select Country from singer where Age > 20,False,What are  the different countries with singers above age 20?,578,SELECT DISTINCT country FROM singer WHERE age  >  20,concert_singer,['singer']
select avg ( Horsepower ) from cars_data where Cylinders = 4,False,What is the average miles per gallon of all the cards with 4 cylinders?,584,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4;,car_1,['cars_data']
