SQL,hyp_correct,NL_query,index,GT,DB,tables
"SELECT Catalogs.catalog_name, Catalogs.date_of_publication FROM Catalogs JOIN Catalog_Structure ON Catalogs.catalog_id = Catalog_Structure.catalog_id WHERE Catalog_Structure.catalog_level_name > 5",False,What are the name and publication date of the catalogs with catalog level number above 5?,639,"SELECT t1.catalog_name ,  t1.date_of_publication FROM catalogs AS t1 JOIN catalog_structure AS t2 ON t1.catalog_id  =  t2.catalog_id WHERE catalog_level_number  >  5",product_catalog,"['catalog_structure', 'catalogs']"
"SELECT AVG(Catalog_Contents.price_in_euros), MIN(Catalog_Contents.price_in_dollars) FROM Catalog_Contents",False,Give me the average and minimum price (in Euro) of the products.,643,"SELECT avg(price_in_euros) ,  min(price_in_euros) FROM catalog_contents",product_catalog,['catalog_contents']
SELECT Catalog_Contents.product_stock_number FROM Catalog_Contents ORDER BY Catalog_Contents.capacity LIMIT 1,False,Find the name of the product that has the smallest capacity.,646,SELECT catalog_entry_name FROM catalog_contents ORDER BY capacity ASC LIMIT 1,product_catalog,['catalog_contents']
"SELECT Catalog_Contents.product_stock_number FROM Catalog_Contents WHERE Catalog_Contents.product_stock_number LIKE ""2 %""",False,"Find the names of all the products whose stock number starts with ""2"".",648,"SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%""",product_catalog,['catalog_contents']
"SELECT Catalog_Contents.catalog_entry_name FROM Catalog_Contents WHERE Catalog_Contents.catalog_entry_name LIKE ""2 %""",False,"Which catalog contents have a product stock number that starts from ""2""? Show the catalog entry names.",649,"SELECT catalog_entry_name FROM catalog_contents WHERE product_stock_number LIKE ""2%""",product_catalog,['catalog_contents']
SELECT Catalogs.catalog_name FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_entry_id WHERE Catalog_Contents.catalog_level_number = 8,False,Find the names of catalog entries with level number 8.,650,"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id  =  t2.catalog_entry_id WHERE t2.catalog_level_number  =  ""8""",product_catalog,"['catalog_contents', 'catalog_contents_additional_attributes', 'catalogs']"
SELECT Catalogs.catalog_name FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_entry_id WHERE Catalog_Contents.catalog_level_number = 8,False,What are the names of catalog entries with level number 8?,651,"SELECT t1.catalog_entry_name FROM Catalog_Contents AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.catalog_entry_id  =  t2.catalog_entry_id WHERE t2.catalog_level_number  =  ""8""",product_catalog,"['catalog_contents', 'catalog_contents_additional_attributes', 'catalogs']"
SELECT Catalog_Contents.product_stock_number FROM Catalog_Contents WHERE Catalog_Contents.length < 3 OR Catalog_Contents.height > 5,False,Find the names of the products with length smaller than 3 or height greater than 5.,652,SELECT catalog_entry_name FROM catalog_contents WHERE LENGTH  <  3 OR width  >  5,product_catalog,['catalog_contents']
SELECT Catalog_Contents.catalog_entry_name FROM Catalog_Contents WHERE Catalog_Contents.length < 3 OR Catalog_Contents.length < 5,False,Which catalog contents have length below 3 or above 5? Find the catalog entry names.,653,SELECT catalog_entry_name FROM catalog_contents WHERE LENGTH  <  3 OR width  >  5,product_catalog,['catalog_contents']
"SELECT Attribute_Definitions.attribute_name, Catalog_Contents_Additional_Attributes.attribute_id FROM Attribute_Definitions JOIN Catalog_Contents_Additional_Attributes ON Attribute_Definitions.attribute_id = Catalog_Contents_Additional_Attributes.attribute_id WHERE Catalog_Contents_Additional_Attributes.attribute_value = 0",False,Which attribute definitions have attribute value 0? Give me the attribute name and attribute ID.,655,"SELECT t1.attribute_name ,  t1.attribute_id FROM Attribute_Definitions AS t1 JOIN Catalog_Contents_Additional_Attributes AS t2 ON t1.attribute_id  =  t2.attribute_id WHERE t2.attribute_value  =  0",product_catalog,"['catalog_contents_additional_attributes', 'attribute_definitions']"
SELECT Catalog_Contents.capacity FROM Catalog_Contents WHERE Catalog_Contents.price_in_dollars > 700,False,Find the name and capacity of products with price greater than 700 (in USD).,656,"SELECT catalog_entry_name ,  capacity FROM Catalog_Contents WHERE price_in_dollars  >  700",product_catalog,['catalog_contents']
"SELECT Catalogs.catalog_name, Catalog_Contents.capacity FROM Catalogs JOIN Catalog_Contents ON Catalogs.catalog_id = Catalog_Contents.catalog_entry_id WHERE Catalog_Contents.price_in_dollars > 700",False,Which catalog contents has price above 700 dollars? Show their catalog entry names and capacities.,657,"SELECT catalog_entry_name ,  capacity FROM Catalog_Contents WHERE price_in_dollars  >  700",product_catalog,"['catalog_contents', 'catalogs']"
"SELECT Artist.Name FROM Artist WHERE Artist.Name LIKE ""% a %""",False,"Find the names of all artists that have ""a"" in their names.",660,"SELECT Name FROM ARTIST WHERE Name LIKE ""%a%""",chinook_1,['artist']
"SELECT Artist.Name FROM Artist WHERE Artist.Name LIKE ""% a %""",False,What are the names of artist who have the letter 'a' in their names?,661,"SELECT Name FROM ARTIST WHERE Name LIKE ""%a%""",chinook_1,['artist']
"SELECT Album.Title FROM Album JOIN Artist ON Album.ArtistId = Artist.ArtistId WHERE Artist.Name = ""AC / DC""",False,"Find the title of all the albums of the artist ""AC/DC"".",662,"SELECT Title FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId WHERE T2.Name  =  ""AC/DC""",chinook_1,"['artist', 'album']"
"SELECT Album.Title FROM Album JOIN Artist ON Album.ArtistId = Artist.ArtistId WHERE Artist.Name = ""AC / DC""",False,"What are the titles of albums by the artist ""AC/DC""?",663,"SELECT Title FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId WHERE T2.Name  =  ""AC/DC""",chinook_1,"['artist', 'album']"
"SELECT Track.Name FROM Track WHERE Track.Name LIKE ""% you %""",False,"Find the names of all the tracks that contain the word ""you"".",668,SELECT Name FROM TRACK WHERE Name LIKE '%you%',chinook_1,['track']
"SELECT Track.Name FROM Track WHERE Track.Name LIKE ""% you %""",False,What are the names of tracks that contain the the word you in them?,669,SELECT Name FROM TRACK WHERE Name LIKE '%you%',chinook_1,['track']
"SELECT Track.Milliseconds, (Track.Milliseconds - Track.Milliseconds) FROM Track ORDER BY (Track.Milliseconds - Track.Milliseconds) LIMIT 1",False,What are the durations of the longest and the shortest tracks in milliseconds?,670,"SELECT max(Milliseconds) ,  min(Milliseconds) FROM TRACK",chinook_1,['track']
"SELECT Album.AlbumId, Track.AlbumId, COUNT(*) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId",False,"Show the album names, ids and the number of tracks for each album.",672,"SELECT T1.Title ,  T2.AlbumID ,  COUNT(*) FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId GROUP BY T2.AlbumID",chinook_1,"['track', 'album']"
"SELECT Album.AlbumId, Track.AlbumId, COUNT(*) FROM Album JOIN Track ON Album.AlbumId = Track.AlbumId GROUP BY Album.AlbumId",False,"What are the names and ids of the different albums, and how many tracks are on each?",673,"SELECT T1.Title ,  T2.AlbumID ,  COUNT(*) FROM ALBUM AS T1 JOIN TRACK AS T2 ON T1.AlbumId  =  T2.AlbumId GROUP BY T2.AlbumID",chinook_1,"['track', 'album']"
"SELECT COUNT(DISTINCT Track.Name) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""rock""",False,How many tracks belong to rock genre?,674,"SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",chinook_1,"['track', 'genre']"
"SELECT COUNT(*) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""rock""",False,Count the number of tracks that are part of the rock genre.,675,"SELECT COUNT(*) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",chinook_1,"['track', 'genre']"
"SELECT AVG(Track.UnitPrice) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""jazz""",False,Find the average unit price of jazz tracks.,677,"SELECT AVG(UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Jazz""",chinook_1,"['track', 'genre']"
"SELECT Customer.FirstName, Customer.LastName FROM Customer WHERE Customer.Email = ""luisg @ embraer.com.br""",False,"What is the first name and last name of the customer that has email ""luisg@embraer.com.br""?",678,"SELECT FirstName ,  LastName FROM CUSTOMER WHERE Email  =  ""luisg@embraer.com.br""",chinook_1,['customer']
"SELECT Customer.FirstName, Customer.LastName FROM Customer WHERE Customer.Email = ""luisg @ embraer.com.br""",False,"Find the full name of the customer with the email ""luisg@embraer.com.br"".",679,"SELECT FirstName ,  LastName FROM CUSTOMER WHERE Email  =  ""luisg@embraer.com.br""",chinook_1,['customer']
"SELECT COUNT(*) FROM Customer WHERE Customer.Email LIKE ""% gmail.com %""",False,"How many customers have email that contains ""gmail.com""?",680,"SELECT COUNT(*) FROM CUSTOMER WHERE Email LIKE ""%gmail.com%""",chinook_1,['customer']
"SELECT COUNT(*) FROM Customer WHERE Customer.Email LIKE ""% gmail.com %""",False,"Count the number of customers that have an email containing ""gmail.com"".",681,"SELECT COUNT(*) FROM CUSTOMER WHERE Email LIKE ""%gmail.com%""",chinook_1,['customer']
"SELECT DISTINCT Customer.Address FROM Customer JOIN Invoice ON Customer.CustomerId = Invoice.CustomerId WHERE Invoice.BillingCountry = ""Germany""",False,Find the address of all customers that live in Germany and have invoice.,690,"SELECT DISTINCT T1.Address FROM CUSTOMER AS T1 JOIN INVOICE AS T2 ON T1.CustomerId  =  T2.CustomerId WHERE T1.country  =  ""Germany""",chinook_1,"['customer', 'invoice']"
"SELECT COUNT(*) FROM Track JOIN MediaType ON Track.MediaTypeId = MediaType.MediaTypeId WHERE MediaType.Name = ""AAC audio file media""",False,How many tracks are in the AAC audio file media type?,692,"SELECT COUNT(*) FROM MEDIATYPE AS T1 JOIN TRACK AS T2 ON T1.MediaTypeId  =  T2.MediaTypeId WHERE T1.Name  =  ""AAC audio file""",chinook_1,"['track', 'mediatype']"
"SELECT Employee.FirstName, Employee.EmployeeId FROM Customer JOIN Employee ON Customer.SupportRepId = Employee.EmployeeId GROUP BY Employee.EmployeeId HAVING COUNT(*) >= 10",False,Please show the employee first names and ids of employees who serve at least 10 customers.,694,"SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10",chinook_1,"['customer', 'employee']"
"SELECT Employee.FirstName, Customer.SupportRepId FROM Employee JOIN Customer ON Employee.EmployeeId = Customer.SupportRepId GROUP BY Employee.EmployeeId HAVING COUNT(*) >= 10",False,What are the first names and support rep ids for employees serving 10 or more customers?,695,"SELECT T1.FirstName ,  T1.SupportRepId FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  >=  10",chinook_1,"['customer', 'employee']"
SELECT Employee.LastName FROM Employee GROUP BY Employee.LastName HAVING COUNT(*) > 20,False,Please show the employee last names that serves no more than 20 customers.,696,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,chinook_1,"['customer', 'employee']"
SELECT Employee.LastName FROM Employee JOIN Customer ON Employee.EmployeeId = Customer.SupportRepId GROUP BY Customer.LastName HAVING COUNT(*) <= 20,False,What are the last names of employees who serve at most 20 customers?,697,SELECT T1.LastName FROM CUSTOMER AS T1 JOIN EMPLOYEE AS T2 ON T1.SupportRepId  =  T2.EmployeeId GROUP BY T1.SupportRepId HAVING COUNT(*)  <=  20,chinook_1,"['customer', 'employee']"
"SELECT AVG(Track.UnitPrice) FROM Genre JOIN Track ON Genre.GenreId = Track.GenreId WHERE Genre.Name = ""rock""",False,What is the average unit price of rock tracks?,698,"SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",chinook_1,"['track', 'genre']"
"SELECT enzyme.name, enzyme.Location FROM enzyme JOIN medicine_enzyme_interaction ON enzyme.id = medicine_enzyme_interaction.enzyme_id",False,List the names and the locations that the enzymes can make an effect.,700,"SELECT name ,  LOCATION FROM enzyme",medicine_enzyme_interaction,"['medicine_enzyme_interaction', 'enzyme']"
"SELECT medicine.name, medicine.Trade_Name FROM medicine WHERE medicine.FDA_approved = ""yes""",False,What are the names and trade names of the medicines which has 'Yes' value in the FDA record?,704,"SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",medicine_enzyme_interaction,['medicine']
"SELECT medicine.name, medicine.Trade_Name FROM medicine WHERE medicine.FDA_approved = ""VALUE""",False,What are the names and trade names of the medcines that are FDA approved?,705,"SELECT name ,  trade_name FROM medicine WHERE FDA_approved  =  'Yes'",medicine_enzyme_interaction,['medicine']
SELECT medicine.name FROM medicine JOIN medicine_enzyme_interaction ON medicine.id = medicine_enzyme_interaction.medicine_id GROUP BY medicine_enzyme_interaction.medicine_id HAVING COUNT(*) > 1,False,"For every medicine id, what are the names of the medicines that can interact with more than one enzyme?",707,"SELECT T1.id ,  T1.Name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING count(*)  >=  2",medicine_enzyme_interaction,"['medicine_enzyme_interaction', 'medicine']"
"SELECT medicine.id, medicine.name FROM medicine_enzyme_interaction JOIN medicine ON medicine_enzyme_interaction.medicine_id = medicine.id GROUP BY medicine_enzyme_interaction.medicine_id HAVING COUNT(*) >= 3",False,What are the ids and trade names of the medicine that can interact with at least 3 enzymes?,709,"SELECT T1.id ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id GROUP BY T1.id HAVING COUNT(*)  >=  3",medicine_enzyme_interaction,"['medicine_enzyme_interaction', 'medicine']"
"SELECT enzyme.name, enzyme.Location, enzyme.Product FROM enzyme JOIN medicine_enzyme_interaction ON enzyme.id = medicine_enzyme_interaction.enzyme_id WHERE medicine_enzyme_interaction.interaction_type = ""VALUE""",False,"What are the different names, locations, and products of the enzymes that are capable inhibitor interactions?",711,"SELECT DISTINCT T1.name ,  T1.location ,  T1.product FROM enzyme AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.enzyme_id  =  T1.id WHERE T2.interaction_type  =  'inhibitor'",medicine_enzyme_interaction,"['medicine_enzyme_interaction', 'enzyme']"
